カラット,カット,色,透明度,奥行き,テーブル,価格,長さ,幅,深さ,鑑定書,産地
0.74,Premium,J,SI1,64.4,59.0,2192,4.56,4.39,2.95,有限会社渡辺水産鑑定所,南アフリカ
0.33,Premium,I,SI1,64.0,59.7,500,3.0,3.0,1.75,渡辺鉱業株式会社鑑定所,オーストラリア
1.85,Premium,F,SI1,55.6,60.4,9890,5.0,4.86,2.98,松本ガス有限会社鑑定所,ボツワナ
1.54,Good,G,I1,66.1,65.0,6274,5.26,5.01,3.77,高橋電気株式会社鑑定所,オーストラリア
1.84,Good,H,I1,56.9,55.7,9782,5.48,5.45,3.04,有限会社高橋保険鑑定所,カナダ
0.77,Premium,J,SI1,59.3,56.5,2190,4.59,4.57,3.0,株式会社佐々木農林鑑定所,南アフリカ
1.03,Premium,H,SI2,63.7,54.9,4026,4.91,4.86,2.83,有限会社田中情報鑑定所,ボツワナ
1.22,Good,E,IF,56.0,62.8,3490,5.54,5.34,3.19,有限会社青木建設鑑定所,南アフリカ
2.95,Premium,G,IF,64.3,64.4,28013,6.51,6.53,3.93,田中鉱業株式会社鑑定所,南アフリカ
2.62,Good,I,VVS1,55.1,61.1,18575,6.63,6.49,3.94,近藤運輸株式会社鑑定所,カナダ
3.55,Fair,I,VS2,68.9,59.5,34339,6.81,6.58,4.03,株式会社山口運輸鑑定所,カナダ
1.46,Ideal,H,SI2,55.8,57.5,8204,4.67,4.58,3.0,合同会社中村農林鑑定所,ボツワナ
0.39,Premium,D,IF,52.8,58.9,560,3.67,3.61,2.16,小林情報有限会社鑑定所,南アフリカ
1.9,Very Good,H,SI1,57.0,57.9,10649,5.4,5.38,3.15,合同会社田中ガス鑑定所,ロシア
1.04,Premium,F,VS1,56.3,59.1,3292,4.69,4.64,2.87,有限会社鈴木農林鑑定所,カナダ
0.86,Ideal,I,IF,54.0,55.3,2701,4.17,4.16,2.84,中村ガス有限会社鑑定所,ボツワナ
0.82,Very Good,D,IF,62.7,56.1,1652,4.43,4.35,2.75,吉田鉱業株式会社鑑定所,ボツワナ
0.99,Very Good,E,VVS2,58.6,60.4,2637,4.13,3.91,2.39,株式会社藤田建設鑑定所,カナダ
0.75,Ideal,J,VVS2,57.2,56.4,1876,4.54,4.43,2.83,佐々木保険有限会社鑑定所,カナダ
0.67,Very Good,E,IF,58.5,58.7,1360,3.73,3.69,2.27,合同会社山本農林鑑定所,オーストラリア
0.4,Ideal,D,SI1,51.8,63.2,563,3.05,3.0,1.6,佐々木建設有限会社鑑定所,南アフリカ
2.22,Premium,J,VS2,62.3,59.4,17279,5.67,5.53,3.13,近藤運輸合同会社鑑定所,ロシア
1.15,Good,J,IF,60.0,61.4,3528,5.02,5.06,2.94,合同会社伊藤印刷鑑定所,オーストラリア
0.84,Very Good,E,VVS2,59.6,60.0,2281,4.48,4.58,2.89,小林建設株式会社鑑定所,カナダ
0.77,Very Good,G,VS1,57.7,57.0,1758,3.79,3.63,2.23,有限会社青木建設鑑定所,ロシア
1.8,Premium,F,VS1,57.4,57.7,10667,6.1,5.87,3.6,岡本情報株式会社鑑定所,ボツワナ
0.65,Premium,F,IF,59.8,61.8,1395,3.9,3.76,2.18,中村電気合同会社鑑定所,オーストラリア
0.89,Ideal,H,VVS2,63.0,58.7,2911,4.58,4.34,2.87,藤井電気株式会社鑑定所,オーストラリア
0.47,Ideal,J,SI2,58.0,58.2,804,3.61,3.45,2.16,鈴木銀行株式会社鑑定所,ボツワナ
0.58,Very Good,H,VS2,61.3,61.0,952,3.54,3.44,1.93,加藤農林株式会社鑑定所,ボツワナ
0.44,Fair,E,VS2,57.1,65.0,500,3.48,3.35,1.97,森水産有限会社鑑定所,ボツワナ
1.54,Very Good,D,I1,61.7,65.7,6246,4.72,4.6,2.98,渡辺食品有限会社鑑定所,オーストラリア
1.06,Very Good,F,VS2,62.2,64.8,3402,4.58,4.45,2.97,株式会社佐々木食品鑑定所,オーストラリア
1.12,Premium,D,VS1,62.8,61.2,4791,4.83,4.78,3.3,合同会社佐藤農林鑑定所,南アフリカ
1.13,Ideal,G,VVS1,64.3,58.7,4696,5.26,5.09,3.0,加藤農林有限会社鑑定所,ロシア
0.59,Ideal,E,I1,62.6,58.0,1046,3.95,3.87,2.37,田中電気合同会社鑑定所,南アフリカ
1.18,Premium,I,VVS2,65.2,59.4,4140,5.02,4.83,2.8,佐藤水産有限会社鑑定所,南アフリカ
0.46,Fair,H,I1,54.6,62.6,500,3.37,3.32,2.17,加藤鉱業株式会社鑑定所,ボツワナ
0.63,Premium,E,I1,58.0,59.8,1484,4.11,4.06,2.59,有限会社小林農林鑑定所,南アフリカ
1.71,Ideal,I,VS1,60.5,55.3,10070,6.11,6.1,3.65,合同会社中川通信鑑定所,ロシア
1.65,Good,I,SI1,52.1,61.1,7291,5.52,5.38,3.27,株式会社田中電気鑑定所,オーストラリア
1.14,Ideal,F,SI2,64.1,62.8,5200,4.83,4.74,3.29,株式会社藤井情報鑑定所,ロシア
0.88,Very Good,H,SI1,60.9,57.1,2325,4.18,4.21,2.91,岡田通信合同会社鑑定所,南アフリカ
0.71,Premium,I,SI1,60.5,58.7,1850,4.34,4.34,2.45,合同会社石川情報鑑定所,カナダ
2.85,Ideal,G,VS1,54.5,62.3,25480,6.25,6.2,3.59,有限会社高橋食品鑑定所,カナダ
5.0,Ideal,E,I1,60.5,59.7,97049,7.89,7.87,4.8,鈴木鉱業有限会社鑑定所,ボツワナ
0.48,Very Good,I,IF,58.7,59.9,739,3.63,3.43,1.99,山口建設合同会社鑑定所,ボツワナ
1.41,Very Good,E,SI2,62.9,55.6,6561,5.22,5.16,2.67,合同会社吉田農林鑑定所,ロシア
2.77,Good,F,VVS1,62.3,63.3,21369,7.0,6.67,4.61,株式会社長谷川印刷鑑定所,オーストラリア
0.98,Premium,F,VS1,51.7,66.4,3278,4.83,4.78,3.04,合同会社藤井通信鑑定所,南アフリカ
0.44,Good,H,VS2,65.6,58.8,535,3.65,3.53,2.12,佐々木銀行有限会社鑑定所,ボツワナ
0.75,Ideal,J,IF,60.6,63.9,2017,4.21,4.14,2.48,有限会社遠藤電気鑑定所,オーストラリア
1.38,Ideal,I,VVS1,55.7,57.7,6977,4.91,4.85,2.66,合同会社石井運輸鑑定所,南アフリカ
1.73,Very Good,H,IF,60.0,62.7,11015,5.31,5.23,3.35,株式会社斉藤ガス鑑定所,南アフリカ
2.13,Very Good,E,VS1,55.2,60.4,13176,6.07,6.06,3.34,有限会社松本鉱業鑑定所,ボツワナ
1.54,Ideal,I,VVS1,57.9,58.7,8856,5.41,5.25,2.95,佐藤ガス株式会社鑑定所,ボツワナ
1.53,Very Good,E,VS1,67.1,59.1,6882,5.26,5.12,3.22,松本電気合同会社鑑定所,カナダ
1.71,Very Good,H,VVS2,60.6,62.5,10262,5.36,5.26,3.24,合同会社中村銀行鑑定所,ロシア
0.38,Premium,E,VVS2,53.0,62.7,500,3.28,3.13,1.99,合同会社岡田情報鑑定所,カナダ
1.64,Premium,F,VVS2,61.8,57.5,9844,5.2,5.03,3.22,斎藤電気有限会社鑑定所,ボツワナ
0.56,Very Good,H,I1,66.0,55.7,843,4.16,3.97,2.82,佐藤電気有限会社鑑定所,ロシア
0.84,Premium,I,VS1,64.3,66.6,2244,4.46,4.4,2.57,村上通信有限会社鑑定所,オーストラリア
1.04,Fair,J,SI2,65.5,59.5,2454,4.83,4.86,2.76,高橋情報株式会社鑑定所,オーストラリア
1.94,Ideal,J,VVS1,49.6,62.7,14513,5.77,5.68,3.63,池田ガス株式会社鑑定所,カナダ
1.52,Very Good,I,I1,65.0,60.1,8043,5.27,5.36,2.93,斉藤情報合同会社鑑定所,カナダ
1.2,Good,D,SI2,56.1,59.0,3909,5.18,5.03,2.76,佐藤農林株式会社鑑定所,ロシア
1.64,Very Good,J,SI1,57.5,64.5,7750,5.04,4.96,2.87,山本保険有限会社鑑定所,オーストラリア
0.97,Premium,F,VVS1,74.2,59.2,2719,4.63,4.47,3.18,株式会社森印刷鑑定所,カナダ
1.19,Very Good,H,I1,62.4,59.2,4758,5.36,5.12,3.19,山田印刷有限会社鑑定所,ボツワナ
2.15,Fair,G,VS2,62.4,61.8,10102,6.21,6.04,3.04,有限会社田中鉱業鑑定所,南アフリカ
0.46,Very Good,F,SI2,60.5,61.2,698,3.71,3.49,2.47,株式会社渡辺保険鑑定所,南アフリカ
0.27,Good,G,I1,57.7,59.5,500,3.18,3.12,2.12,有限会社伊藤食品鑑定所,オーストラリア
1.85,Very Good,H,SI2,52.7,58.1,11420,6.0,5.77,4.08,藤原通信合同会社鑑定所,ボツワナ
0.83,Good,D,VS2,57.5,64.4,2014,4.1,4.0,2.67,青木印刷有限会社鑑定所,カナダ
0.46,Premium,H,SI2,62.0,58.5,715,3.7,3.58,2.15,渡辺食品有限会社鑑定所,オーストラリア
0.46,Ideal,F,IF,54.0,54.9,689,3.69,3.56,2.08,山本建設合同会社鑑定所,ボツワナ
1.31,Fair,D,SI1,66.6,57.4,4475,5.12,5.1,3.07,小川通信合同会社鑑定所,カナダ
0.37,Premium,I,VVS2,54.3,58.1,500,3.39,3.33,1.98,斎藤印刷合同会社鑑定所,オーストラリア
0.87,Premium,F,I1,59.1,64.2,2464,4.13,4.01,2.02,有限会社斉藤印刷鑑定所,オーストラリア
0.72,Premium,I,I1,65.1,59.5,1485,4.09,3.99,2.42,森情報合同会社鑑定所,ロシア
3.23,Premium,D,VVS1,59.7,59.5,29272,7.02,6.74,4.16,松本銀行株式会社鑑定所,カナダ
2.93,Premium,G,IF,65.2,59.1,33458,6.41,6.32,3.38,有限会社村上建設鑑定所,ボツワナ
0.56,Fair,D,VVS1,56.2,56.6,579,3.71,3.54,1.88,株式会社前田食品鑑定所,カナダ
1.13,Ideal,J,VVS1,54.6,59.5,5560,4.61,4.52,2.68,有限会社山本情報鑑定所,南アフリカ
1.23,Fair,G,VVS2,61.6,60.6,3758,4.91,4.7,2.9,有限会社中島鉱業鑑定所,ロシア
0.79,Good,H,VVS2,60.9,61.5,1590,4.13,4.09,2.12,木村水産株式会社鑑定所,ボツワナ
0.51,Ideal,G,SI1,69.7,57.6,806,3.43,3.39,2.24,株式会社鈴木電気鑑定所,カナダ
0.59,Good,D,VVS1,57.9,56.3,1047,3.77,3.65,2.0,伊藤電気有限会社鑑定所,カナダ
1.32,Very Good,D,IF,57.3,57.0,5426,4.55,4.29,2.92,木村通信株式会社鑑定所,ボツワナ
0.56,Premium,D,SI1,61.4,62.7,1114,3.74,3.6,2.05,株式会社近藤銀行鑑定所,カナダ
1.2,Very Good,J,SI2,66.5,60.2,4243,5.55,5.41,3.1,合同会社鈴木建設鑑定所,ボツワナ
1.18,Premium,D,VS2,60.0,59.5,4720,4.9,4.92,3.05,合同会社松田電気鑑定所,オーストラリア
1.27,Very Good,J,VVS1,54.4,61.2,4912,5.2,5.35,3.13,佐藤運輸有限会社鑑定所,南アフリカ
0.54,Good,H,SI2,51.1,61.9,834,3.83,3.79,2.49,山本建設有限会社鑑定所,ボツワナ
2.02,Very Good,I,IF,58.3,61.7,13116,5.82,5.62,3.56,有限会社伊藤農林鑑定所,オーストラリア
1.38,Premium,J,SI2,54.1,58.8,5239,4.91,4.83,2.77,山田水産有限会社鑑定所,ボツワナ
0.84,Ideal,J,VS1,57.8,67.3,2573,4.13,4.02,2.51,青木建設合同会社鑑定所,オーストラリア
1.52,Premium,E,SI1,52.3,62.5,8101,5.31,5.29,3.03,池田鉱業有限会社鑑定所,カナダ
1.26,Very Good,D,SI2,64.8,61.1,5176,5.24,5.39,3.42,合同会社佐藤農林鑑定所,オーストラリア
1.31,Very Good,D,SI2,56.4,56.4,4857,4.93,4.9,3.29,吉田食品合同会社鑑定所,オーストラリア
0.98,Ideal,D,VS1,50.1,57.5,3408,5.02,5.0,3.32,株式会社佐藤食品鑑定所,南アフリカ
1.07,Very Good,J,VS1,63.9,61.1,2946,5.02,4.94,3.08,合同会社田中運輸鑑定所,ロシア
2.36,Premium,I,IF,60.0,57.6,15216,5.94,5.68,2.97,鈴木通信株式会社鑑定所,カナダ
1.47,Good,E,SI1,61.1,57.3,4895,5.29,5.3,3.04,合同会社太田保険鑑定所,オーストラリア
0.95,Very Good,D,VVS1,63.1,59.8,3178,4.64,4.59,2.91,合同会社高橋保険鑑定所,ロシア
1.39,Premium,I,VVS2,68.7,62.3,6421,5.21,5.27,2.84,吉田農林有限会社鑑定所,ロシア
5.0,Ideal,E,IF,60.8,57.7,77075,7.99,7.83,4.37,山本運輸株式会社鑑定所,ボツワナ
1.06,Premium,G,IF,62.0,65.1,3370,5.02,4.94,2.84,鈴木印刷有限会社鑑定所,カナダ
1.58,Very Good,H,SI2,63.3,60.1,7363,5.23,5.14,3.11,株式会社伊藤銀行鑑定所,南アフリカ
1.01,Ideal,J,SI1,55.5,54.1,3732,4.56,4.31,2.48,松本農林有限会社鑑定所,南アフリカ
0.57,Premium,I,SI1,66.7,60.9,1092,3.74,3.66,2.19,林保険株式会社鑑定所,ボツワナ
3.21,Good,I,VVS1,60.1,61.7,28959,6.59,6.35,4.41,渡辺運輸合同会社鑑定所,ロシア
2.13,Very Good,G,SI2,62.2,61.1,14810,6.08,5.95,3.7,合同会社藤井ガス鑑定所,南アフリカ
1.65,Good,J,VVS1,56.4,58.3,8295,5.27,5.12,2.62,合同会社石川ガス鑑定所,オーストラリア
0.92,Ideal,F,VS2,62.4,56.4,3026,4.38,4.32,2.72,佐藤水産株式会社鑑定所,ロシア
1.29,Premium,I,SI2,66.2,57.3,5077,5.01,4.9,3.13,高橋情報株式会社鑑定所,ボツワナ
0.78,Very Good,J,VVS2,59.7,61.3,1783,3.98,3.82,2.46,合同会社佐藤農林鑑定所,カナダ
1.2,Premium,D,IF,62.8,61.1,4545,5.05,4.96,3.35,小林食品有限会社鑑定所,カナダ
1.39,Ideal,J,SI2,64.1,63.7,6617,5.05,5.09,3.17,山本食品株式会社鑑定所,ボツワナ
1.2,Very Good,D,SI1,60.2,59.9,5116,4.93,4.73,2.82,株式会社佐藤食品鑑定所,ロシア
1.92,Very Good,I,VS2,62.9,59.0,11561,5.73,5.57,3.67,中村印刷合同会社鑑定所,南アフリカ
1.29,Good,D,VS1,56.8,64.3,4344,5.15,5.06,2.8,岡田保険合同会社鑑定所,南アフリカ
3.27,Very Good,D,VS2,61.8,60.6,31551,7.26,7.21,4.29,高橋電気有限会社鑑定所,ロシア
3.18,Premium,E,VS2,54.3,57.9,33997,7.02,6.93,4.76,株式会社池田食品鑑定所,南アフリカ
1.35,Very Good,F,VS1,50.2,58.0,5749,5.4,5.31,2.69,林水産株式会社鑑定所,ロシア
1.14,Premium,F,SI2,56.5,62.0,3604,4.53,4.58,2.85,山口水産有限会社鑑定所,オーストラリア
0.61,Premium,E,VVS2,55.7,60.1,1094,3.96,3.81,2.4,株式会社阿部通信鑑定所,南アフリカ
0.78,Premium,E,I1,61.8,57.4,1998,4.27,4.17,2.64,有限会社渡辺食品鑑定所,カナダ
1.93,Very Good,G,VS1,60.7,62.6,11082,6.02,5.81,3.7,合同会社斉藤水産鑑定所,オーストラリア
1.93,Fair,F,IF,60.7,66.5,9071,5.29,5.12,3.55,長谷川食品合同会社鑑定所,ロシア
0.83,Very Good,I,VS2,60.6,59.4,2111,4.42,4.2,2.93,加藤印刷株式会社鑑定所,ロシア
0.88,Fair,H,SI2,59.1,61.1,1734,4.51,4.49,2.54,株式会社渡辺印刷鑑定所,ロシア
0.41,Good,F,VS1,57.8,57.4,500,3.35,3.46,1.91,株式会社佐藤印刷鑑定所,カナダ
1.77,Very Good,E,VVS2,61.8,59.7,9547,5.26,5.1,3.2,渡辺ガス株式会社鑑定所,オーストラリア
0.91,Premium,H,VVS2,66.0,62.6,2758,4.61,4.61,2.86,山田食品株式会社鑑定所,南アフリカ
1.05,Very Good,H,SI2,58.9,57.6,3479,4.51,4.54,2.63,鈴木保険合同会社鑑定所,南アフリカ
1.33,Premium,G,SI2,52.5,58.7,6307,5.15,4.99,3.29,合同会社山田食品鑑定所,オーストラリア
1.69,Premium,H,SI2,54.9,59.4,9943,5.43,5.07,3.42,石井水産合同会社鑑定所,南アフリカ
1.23,Ideal,J,SI1,54.2,59.6,5143,4.84,4.66,3.23,太田電気株式会社鑑定所,オーストラリア
0.45,Fair,J,VVS1,53.9,61.3,500,3.52,3.47,2.14,有限会社鈴木水産鑑定所,南アフリカ
1.06,Premium,F,I1,56.5,60.6,3997,4.86,4.7,3.02,田中水産株式会社鑑定所,ロシア
0.92,Very Good,D,VS2,61.6,57.6,2828,4.36,4.22,2.55,有限会社吉田水産鑑定所,ロシア
1.06,Premium,I,VS1,62.1,65.1,4160,4.64,4.58,2.96,山崎情報株式会社鑑定所,ボツワナ
1.04,Very Good,E,VVS1,53.9,54.5,2951,5.28,5.19,3.26,株式会社池田情報鑑定所,ボツワナ
0.66,Premium,F,SI1,60.0,63.8,1539,3.8,3.69,1.83,田中水産有限会社鑑定所,ボツワナ
1.52,Good,D,VVS1,46.3,60.2,6065,4.83,4.78,2.83,藤井運輸株式会社鑑定所,ボツワナ
1.78,Very Good,D,VVS2,58.4,58.4,8489,5.49,5.34,3.73,阿部食品有限会社鑑定所,カナダ
1.01,Premium,H,VVS1,58.8,61.4,2683,4.75,4.82,3.17,株式会社田中建設鑑定所,オーストラリア
0.85,Premium,F,VS2,63.3,64.7,2326,4.2,3.89,2.33,池田水産合同会社鑑定所,オーストラリア
1.37,Premium,G,VS2,68.9,62.5,5182,6.01,6.14,3.6,井上通信合同会社鑑定所,ロシア
1.12,Good,F,SI1,60.8,61.3,3101,4.89,4.84,3.03,高橋印刷有限会社鑑定所,南アフリカ
0.71,Premium,G,VVS1,64.0,65.9,1787,4.32,4.33,2.45,鈴木運輸株式会社鑑定所,カナダ
0.71,Very Good,H,I1,51.1,53.2,1844,4.12,4.05,2.2,合同会社山本水産鑑定所,オーストラリア
0.47,Very Good,H,I1,53.3,61.3,606,3.24,3.17,1.83,木村食品株式会社鑑定所,南アフリカ
1.68,Very Good,F,VVS2,56.2,62.1,7763,5.41,5.19,3.32,佐藤保険株式会社鑑定所,カナダ
2.13,Very Good,J,SI1,60.8,56.9,13476,5.84,5.89,3.49,合同会社小林通信鑑定所,カナダ
1.24,Premium,D,SI2,59.6,57.0,5387,5.26,5.14,2.66,合同会社松本鉱業鑑定所,カナダ
0.32,Very Good,D,I1,59.8,63.9,500,3.11,3.0,1.92,加藤印刷株式会社鑑定所,ボツワナ
0.51,Good,I,VS2,47.4,58.5,699,3.75,3.71,2.21,池田通信株式会社鑑定所,ロシア
2.78,Ideal,G,I1,65.2,53.4,27386,5.87,5.73,3.73,合同会社石井農林鑑定所,オーストラリア
0.51,Fair,G,I1,64.8,55.9,714,3.64,3.62,2.2,田中農林有限会社鑑定所,ロシア
1.34,Good,G,SI1,57.0,59.1,4191,4.77,4.86,3.16,合同会社木村銀行鑑定所,オーストラリア
0.36,Premium,H,IF,63.3,64.2,500,3.15,3.0,2.04,鈴木農林合同会社鑑定所,カナダ
0.35,Ideal,I,VS2,56.2,63.6,500,3.5,3.4,2.06,中島食品株式会社鑑定所,南アフリカ
0.79,Premium,H,SI1,60.3,66.0,2155,4.25,4.18,2.4,渡辺運輸合同会社鑑定所,カナダ
0.64,Good,F,IF,68.5,57.9,1111,3.83,3.68,2.02,福田農林株式会社鑑定所,南アフリカ
0.96,Premium,G,VVS2,68.6,61.3,2534,4.96,4.82,3.08,合同会社清水ガス鑑定所,ボツワナ
1.41,Very Good,J,I1,59.7,59.8,6479,4.91,4.98,3.42,株式会社山口電気鑑定所,オーストラリア
1.08,Premium,F,IF,59.9,64.4,3918,4.77,4.84,2.77,合同会社西村銀行鑑定所,南アフリカ
0.56,Premium,D,VVS2,72.6,62.3,884,3.65,3.42,2.5,合同会社太田印刷鑑定所,ロシア
1.24,Premium,D,VS2,59.5,57.1,5161,5.05,4.95,3.07,山下食品有限会社鑑定所,カナダ
0.64,Premium,J,VVS2,60.9,62.2,1317,3.69,3.65,2.25,藤井保険合同会社鑑定所,カナダ
2.07,Good,D,SI1,65.6,58.5,12219,5.79,5.97,3.45,有限会社鈴木印刷鑑定所,カナダ
0.71,Premium,J,VS1,59.1,52.3,1834,4.05,3.97,2.29,合同会社山崎運輸鑑定所,オーストラリア
0.67,Premium,J,IF,57.4,61.9,1458,4.41,4.32,2.6,有限会社佐藤電気鑑定所,ロシア
1.05,Ideal,F,VVS2,70.1,62.7,3790,4.03,3.83,2.57,合同会社藤田水産鑑定所,オーストラリア
1.18,Premium,J,VS1,61.7,55.9,4060,4.91,4.72,2.92,合同会社高橋農林鑑定所,オーストラリア
0.62,Fair,G,VS2,62.3,61.2,879,3.83,3.82,2.16,吉田農林有限会社鑑定所,南アフリカ
0.47,Good,E,VS2,76.4,62.1,500,3.52,3.39,2.17,西村ガス株式会社鑑定所,オーストラリア
1.46,Premium,J,VVS1,51.2,59.1,7860,5.5,5.42,3.66,株式会社松本電気鑑定所,ロシア
1.23,Very Good,I,I1,62.3,62.4,4855,5.21,5.13,2.88,渡辺通信株式会社鑑定所,カナダ
1.16,Ideal,E,SI1,54.0,59.0,5446,4.76,4.86,2.87,森情報株式会社鑑定所,オーストラリア
0.57,Very Good,H,IF,59.5,63.7,1163,4.14,4.01,2.37,合同会社山下情報鑑定所,カナダ
0.51,Very Good,H,IF,57.1,61.5,693,3.87,3.81,2.14,合同会社長谷川印刷鑑定所,オーストラリア
1.42,Good,J,VS1,57.2,64.3,5231,5.13,4.95,3.04,有限会社渡辺食品鑑定所,オーストラリア
2.5,Premium,G,VS2,65.0,58.2,19230,6.06,5.74,3.51,坂本鉱業有限会社鑑定所,カナダ
0.83,Premium,G,VS1,63.7,64.5,1851,4.71,4.59,2.65,有限会社田中水産鑑定所,南アフリカ
1.44,Ideal,G,IF,64.4,58.4,7850,5.1,5.15,3.21,合同会社石井情報鑑定所,カナダ
1.51,Ideal,D,IF,58.4,59.9,9273,5.12,5.03,2.87,伊藤情報株式会社鑑定所,オーストラリア
1.32,Ideal,H,VS2,62.1,58.8,6763,5.07,4.82,2.95,遠藤水産有限会社鑑定所,オーストラリア
0.83,Premium,I,SI1,62.9,58.9,1939,4.32,4.14,2.8,株式会社伊藤ガス鑑定所,南アフリカ
0.95,Premium,F,I1,64.0,66.3,2890,5.02,4.85,2.86,株式会社橋本鉱業鑑定所,カナダ
1.09,Very Good,H,I1,53.9,62.1,3246,4.95,4.8,2.7,佐々木農林有限会社鑑定所,ロシア
0.79,Ideal,H,VVS2,56.9,53.4,2250,4.35,4.14,2.47,合同会社小川建設鑑定所,ボツワナ
1.59,Ideal,H,VS1,59.1,55.4,10558,5.79,5.71,3.73,鈴木通信合同会社鑑定所,ボツワナ
0.97,Premium,E,VVS2,62.7,61.7,3119,4.39,4.3,2.67,高橋情報株式会社鑑定所,ボツワナ
0.63,Good,F,VS1,56.1,57.4,795,4.05,4.02,2.76,福田印刷株式会社鑑定所,オーストラリア
1.24,Premium,E,VVS1,60.5,58.2,4824,4.87,4.68,2.94,合同会社三浦保険鑑定所,ロシア
0.88,Very Good,D,VVS1,64.1,60.8,2339,4.59,4.48,2.92,株式会社山田建設鑑定所,ロシア
0.93,Ideal,H,VVS2,50.3,56.6,2915,4.7,4.6,2.51,合同会社木村水産鑑定所,オーストラリア
3.31,Ideal,F,VS1,56.3,62.6,43130,6.54,6.49,3.05,有限会社佐藤ガス鑑定所,南アフリカ
0.76,Fair,D,I1,63.2,61.9,1433,4.32,4.28,3.17,斎藤鉱業合同会社鑑定所,カナダ
1.77,Ideal,F,SI1,52.1,57.4,9846,6.03,6.05,4.19,合同会社林印刷鑑定所,南アフリカ
1.85,Premium,G,I1,56.4,60.0,11743,5.4,5.42,3.0,三浦保険合同会社鑑定所,カナダ
0.72,Premium,J,I1,61.4,65.1,1491,3.76,3.65,2.29,伊藤鉱業株式会社鑑定所,南アフリカ
0.88,Premium,I,IF,59.9,58.2,2234,4.25,4.2,2.3,株式会社石井運輸鑑定所,ロシア
0.88,Very Good,H,SI1,56.5,58.2,2535,4.63,4.58,2.82,斎藤運輸合同会社鑑定所,ボツワナ
1.15,Fair,H,I1,61.4,59.1,3958,4.81,4.76,2.86,加藤食品合同会社鑑定所,ロシア
0.6,Ideal,H,VS1,58.4,62.2,1175,4.04,3.96,2.64,合同会社高橋建設鑑定所,カナダ
0.74,Very Good,I,VS1,65.6,58.2,1610,4.58,4.56,3.09,池田水産株式会社鑑定所,ロシア
0.46,Ideal,E,IF,65.1,60.4,916,3.53,3.52,2.34,有限会社山本水産鑑定所,カナダ
1.23,Ideal,D,VS1,52.9,57.6,5397,4.8,4.96,2.95,井上水産株式会社鑑定所,カナダ
1.23,Ideal,H,SI2,61.7,63.3,5022,5.13,5.15,3.42,佐藤建設合同会社鑑定所,オーストラリア
0.99,Very Good,F,VS2,54.4,59.3,3126,4.8,4.7,2.82,有限会社前田銀行鑑定所,ロシア
1.41,Very Good,F,IF,50.4,59.6,5897,5.26,5.15,3.23,有限会社佐藤食品鑑定所,ロシア
0.59,Fair,G,SI2,51.3,60.1,845,3.72,3.66,2.09,林銀行株式会社鑑定所,ボツワナ
0.54,Fair,E,SI2,69.1,63.2,790,3.74,3.74,2.18,合同会社石井ガス鑑定所,カナダ
0.45,Good,J,VVS1,69.0,54.2,612,3.55,3.49,2.12,株式会社鈴木運輸鑑定所,南アフリカ
0.48,Very Good,D,I1,55.3,63.3,708,3.59,3.42,1.96,株式会社高橋食品鑑定所,南アフリカ
1.44,Premium,G,SI2,56.9,58.0,8372,5.47,5.35,3.02,株式会社佐々木銀行鑑定所,オーストラリア
2.35,Premium,E,VVS1,53.2,61.0,19499,6.5,6.41,3.89,山本水産有限会社鑑定所,カナダ
1.27,Good,E,VVS2,64.2,60.4,4446,5.35,5.21,3.39,佐々木ガス有限会社鑑定所,ロシア
0.99,Good,J,VS1,54.4,62.1,2463,4.74,4.62,3.01,中島食品合同会社鑑定所,ロシア
2.12,Premium,G,VVS2,50.9,61.2,15387,6.25,6.11,3.98,池田鉱業有限会社鑑定所,オーストラリア
2.38,Very Good,D,SI2,61.2,56.7,18775,6.38,6.18,3.67,有限会社森印刷鑑定所,南アフリカ
0.9,Very Good,F,SI2,56.7,59.4,2251,4.27,4.15,2.3,株式会社高橋運輸鑑定所,カナダ
0.95,Good,F,SI2,58.6,58.4,2627,4.18,4.09,2.5,中村鉱業合同会社鑑定所,ボツワナ
1.07,Good,E,SI1,56.0,57.7,2815,4.65,4.74,2.69,合同会社佐藤保険鑑定所,オーストラリア
1.69,Very Good,J,VVS1,55.6,60.1,8585,5.72,5.67,3.75,中島保険有限会社鑑定所,ボツワナ
